case_id,protein_id,ligand_id,ligand_ccd_code,model,msa_source,msa_path,status,error_message
1360d9b65874,B2ADG1,L008,NAG6,af3,native,,pending,
65b6c1cafb59,B2ADG1,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
3ee0a622fa34,B2ADG1,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
ade7aa8239ab,B2ADG1,L009,NAG8,af3,native,,pending,
0db26b0118ca,B2ADG1,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
fc23421c189a,B2ADG1,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
b4e37194475d,B2ATL7,L001,STA4,af3,native,,pending,
86fe55a9b786,B2ATL7,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
6b0b0954a1da,B2ATL7,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
91d0bbdf2e5a,B2ATL7,L002,STA6,af3,native,,pending,
1d97c59cc107,B2ATL7,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
9c482d9b437e,B2ATL7,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
470aade1e09e,B2ATL7,L003,STA8,af3,native,,pending,
427937829b8c,B2ATL7,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
16e78c3b0277,B2ATL7,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
bb463f7ebe0d,B2ATL7,L004,CEL4,af3,native,,pending,
bfbbf9eae074,B2ATL7,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
708f17385247,B2ATL7,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
4328c4487bd2,B2ATL7,L005,CEL6,af3,native,,pending,
70a25a089964,B2ATL7,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
11427b64176e,B2ATL7,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
cca72c877511,B2ATL7,L006,CEL8,af3,native,,pending,
00ef50dea65d,B2ATL7,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
edf1b96677fe,B2ATL7,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
28624925cd61,B2ATL7,L007,NAG4,af3,native,,pending,
287ad9d4b63f,B2ATL7,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
17a3bd5a8430,B2ATL7,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
4d17ee796fe3,B2ATL7,L008,NAG6,af3,native,,pending,
8acffc24012e,B2ATL7,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
09e455b4053a,B2ATL7,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
eeab4a60851c,B2ATL7,L009,NAG8,af3,native,,pending,
a236cf5a79a0,B2ATL7,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
6dccfa76fb5e,B2ATL7,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
49bb9057d5a8,B2AVF1,L001,STA4,af3,native,,pending,
1d7ea55bf982,B2AVF1,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
295d2c9fecd3,B2AVF1,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
03e3e7382281,B2AVF1,L002,STA6,af3,native,,pending,
a8c340df50ac,B2AVF1,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
84d9fb379139,B2AVF1,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
e4adfbb2a0b2,B2AVF1,L003,STA8,af3,native,,pending,
56509396df4b,B2AVF1,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
fd2faa28a61c,B2AVF1,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
69f54440a65f,B2AVF1,L004,CEL4,af3,native,,pending,
d42b3883aebe,B2AVF1,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
e1c5cb026d0d,B2AVF1,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
4065066f1c6b,B2AVF1,L005,CEL6,af3,native,,pending,
3cce5f6a3383,B2AVF1,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
6525db62547e,B2AVF1,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
96e0e1ff93d4,B2AVF1,L006,CEL8,af3,native,,pending,
8f06095732c9,B2AVF1,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
893647b2a0fe,B2AVF1,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
5cfb31987c74,B2AVF1,L007,NAG4,af3,native,,pending,
d2df7257f9e3,B2AVF1,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
f90b5adb83a3,B2AVF1,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
2aae4f4d38d4,B2AVF1,L008,NAG6,af3,native,,pending,
95cfd1929a0a,B2AVF1,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
60650c5a5b2d,B2AVF1,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
1f8bfd3d2525,B2AVF1,L009,NAG8,af3,native,,pending,
6ede1c04eea8,B2AVF1,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
fcd4e5289cc2,B2AVF1,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
3ac791229288,W4KMP1,L001,STA4,af3,native,,pending,
af67221510d9,W4KMP1,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
aa0f85f163be,W4KMP1,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
3ea636b05830,W4KMP1,L002,STA6,af3,native,,pending,
44325f567462,W4KMP1,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
39e7c67a0072,W4KMP1,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
94e4870bc167,W4KMP1,L003,STA8,af3,native,,pending,
926e745825e1,W4KMP1,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
83f21fa4885a,W4KMP1,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
5529bdde96ad,W4KMP1,L004,CEL4,af3,native,,pending,
2f439531aa9c,W4KMP1,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
68fde9abe76a,W4KMP1,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
ba308d2ed830,W4KMP1,L005,CEL6,af3,native,,pending,
7bdccf49c722,W4KMP1,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
66097d642f37,W4KMP1,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
d445728a5209,W4KMP1,L006,CEL8,af3,native,,pending,
7af9c0b4a595,W4KMP1,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
1fb81436322b,W4KMP1,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
ffe9f826ffd5,W4KMP1,L007,NAG4,af3,native,,pending,
72a293ad4626,W4KMP1,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
3f19f94746ba,W4KMP1,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
66869af08e51,W4KMP1,L008,NAG6,af3,native,,pending,
803f191492c9,W4KMP1,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
5306513be4fb,W4KMP1,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
a5f1feaea835,W4KMP1,L009,NAG8,af3,native,,pending,
d9a409d0fb82,W4KMP1,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
214acb0c05d5,W4KMP1,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
dcb758622b71,A0A0H4K9X4,L001,STA4,af3,native,,pending,
467963e730f3,A0A0H4K9X4,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
23ddc18ea732,A0A0H4K9X4,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
27fdba8efb20,A0A0H4K9X4,L002,STA6,af3,native,,pending,
b845be2474ce,A0A0H4K9X4,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
464f862fa7f1,A0A0H4K9X4,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
ac8f9cd019c8,A0A0H4K9X4,L003,STA8,af3,native,,pending,
576d56e2184c,A0A0H4K9X4,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
93e2e76e4623,A0A0H4K9X4,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
6c6ea1e0a997,A0A0H4K9X4,L004,CEL4,af3,native,,pending,
4a0c501ba79e,A0A0H4K9X4,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
d9e81003ab3d,A0A0H4K9X4,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
0a2924dec5a3,A0A0H4K9X4,L005,CEL6,af3,native,,pending,
d2a26b699fd7,A0A0H4K9X4,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
0b6db0cd4b0c,A0A0H4K9X4,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
11a380769883,A0A0H4K9X4,L006,CEL8,af3,native,,pending,
9b031a30a5b3,A0A0H4K9X4,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
a4edcbfa2050,A0A0H4K9X4,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
b4bda7f75706,A0A0H4K9X4,L007,NAG4,af3,native,,pending,
1039e9fa5155,A0A0H4K9X4,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
304606c4bb2c,A0A0H4K9X4,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
4620c4b83f28,A0A0H4K9X4,L008,NAG6,af3,native,,pending,
bf1f79cfd725,A0A0H4K9X4,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
4378d27ac4e1,A0A0H4K9X4,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
fcd49c9cc4e9,A0A0H4K9X4,L009,NAG8,af3,native,,pending,
776fd189a879,A0A0H4K9X4,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
bba44855c291,A0A0H4K9X4,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
247829c42b2d,A0A1C9ZP88,L001,STA4,af3,native,,pending,
8df31c0c0789,A0A1C9ZP88,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
8897c8d18f17,A0A1C9ZP88,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
b2744312d74c,A0A1C9ZP88,L002,STA6,af3,native,,pending,
a10411fae156,A0A1C9ZP88,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
2ee6899e071c,A0A1C9ZP88,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
8d648bd192a1,A0A1C9ZP88,L003,STA8,af3,native,,pending,
6f97e8f8a54c,A0A1C9ZP88,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
a4538d8de8e4,A0A1C9ZP88,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
2d1df31b0a27,A0A1C9ZP88,L004,CEL4,af3,native,,pending,
388345a79301,A0A1C9ZP88,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
52a1c373e0da,A0A1C9ZP88,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
66224e3f346b,A0A1C9ZP88,L005,CEL6,af3,native,,pending,
897ff27a7927,A0A1C9ZP88,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
a2d5bab956a4,A0A1C9ZP88,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
456125416940,A0A1C9ZP88,L006,CEL8,af3,native,,pending,
330a01817a92,A0A1C9ZP88,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
993c56e1aedc,A0A1C9ZP88,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
36ab8987b421,A0A1C9ZP88,L007,NAG4,af3,native,,pending,
a0d7b5c8db7e,A0A1C9ZP88,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
7abc262e2f1d,A0A1C9ZP88,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
9b21f36e2374,A0A1C9ZP88,L008,NAG6,af3,native,,pending,
f3bc5d477286,A0A1C9ZP88,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
cbba7b328cbb,A0A1C9ZP88,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
e3bc08d31e38,A0A1C9ZP88,L009,NAG8,af3,native,,pending,
1d94b4786ab3,A0A1C9ZP88,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
1a0188add4bb,A0A1C9ZP88,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
ea76ed0d1b13,B2B403,L001,STA4,af3,native,,pending,
cc3d603973d1,B2B403,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
a22590717780,B2B403,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
81a1c1f5c2ba,B2B403,L002,STA6,af3,native,,pending,
be791a8ddd63,B2B403,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
642ce36d67ef,B2B403,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
3d35da51080f,B2B403,L003,STA8,af3,native,,pending,
d908a1a8090e,B2B403,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
91b5bcdb27f9,B2B403,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
7e4a72ab0fa9,B2B403,L004,CEL4,af3,native,,pending,
9a3837600dde,B2B403,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
3efe89fd7b17,B2B403,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
390577e78fd6,B2B403,L005,CEL6,af3,native,,pending,
476f8513e7e1,B2B403,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
ba828c964959,B2B403,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
d3c286b08b29,B2B403,L006,CEL8,af3,native,,pending,
82894090e63e,B2B403,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
c4d752e0e343,B2B403,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
e3c2836fecaf,B2B403,L007,NAG4,af3,native,,pending,
175e117e4960,B2B403,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
ca2d7ae45d8d,B2B403,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
8aa3e09aed88,B2B403,L008,NAG6,af3,native,,pending,
8543c5d4b23a,B2B403,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
292bff12bb93,B2B403,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
01b6edd38567,B2B403,L009,NAG8,af3,native,,pending,
6232395b65d2,B2B403,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
0142d10ee319,B2B403,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
67c94ea1e3d8,A0A6C0PI79,L001,STA4,af3,native,,pending,
f69c3bd2cf2f,A0A6C0PI79,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
f9f1ef6b4dc6,A0A6C0PI79,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
f11efca5454a,A0A6C0PI79,L002,STA6,af3,native,,pending,
059aad4c8519,A0A6C0PI79,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
1f60f13cbdfd,A0A6C0PI79,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
b0b216378a14,A0A6C0PI79,L003,STA8,af3,native,,pending,
822ec2f7cca5,A0A6C0PI79,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
0a580abe4d6c,A0A6C0PI79,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
cd5acb4dbb8a,A0A6C0PI79,L004,CEL4,af3,native,,pending,
3d258f68919b,A0A6C0PI79,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
5917273873fb,A0A6C0PI79,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
a0921130de38,A0A6C0PI79,L005,CEL6,af3,native,,pending,
d6d0aad98c58,A0A6C0PI79,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
441561e64b9c,A0A6C0PI79,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
99934c27df23,A0A6C0PI79,L006,CEL8,af3,native,,pending,
e23e05593324,A0A6C0PI79,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
8c3c8ed3d2d2,A0A6C0PI79,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
63b541410c0d,A0A6C0PI79,L007,NAG4,af3,native,,pending,
6e9baa41427f,A0A6C0PI79,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
d3c0e7dfea42,A0A6C0PI79,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
548e7f01d398,A0A6C0PI79,L008,NAG6,af3,native,,pending,
7021efe9899f,A0A6C0PI79,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
a325a515c012,A0A6C0PI79,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
f8162d63d484,A0A6C0PI79,L009,NAG8,af3,native,,pending,
5b29e105dd78,A0A6C0PI79,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
21add13ccde6,A0A6C0PI79,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
3dcc91917333,M2QEW2,L001,STA4,af3,native,,pending,
630e2b43b89b,M2QEW2,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
e2f7602df8b5,M2QEW2,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
bc2752f6cd6a,M2QEW2,L002,STA6,af3,native,,pending,
3c3e766bdba6,M2QEW2,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
93fa755f5e7b,M2QEW2,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
725b663933b9,M2QEW2,L003,STA8,af3,native,,pending,
550f3a268e50,M2QEW2,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
1559820d882c,M2QEW2,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
c30b7ca87333,M2QEW2,L004,CEL4,af3,native,,pending,
1c5198607f24,M2QEW2,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
737b76d78002,M2QEW2,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
0e0019c19672,M2QEW2,L005,CEL6,af3,native,,pending,
9246c38f2a2c,M2QEW2,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
5ddcabf6383a,M2QEW2,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
9d709caeab35,M2QEW2,L006,CEL8,af3,native,,pending,
f24b6c3b0298,M2QEW2,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
fab36142a362,M2QEW2,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
5d9be86d5ed6,M2QEW2,L007,NAG4,af3,native,,pending,
4bab93d16fe4,M2QEW2,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
0f4758d3488a,M2QEW2,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
9d3815ad0504,M2QEW2,L008,NAG6,af3,native,,pending,
347c265e0f4d,M2QEW2,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
02805c5a4628,M2QEW2,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
100de1bd56a2,M2QEW2,L009,NAG8,af3,native,,pending,
2b3908755d07,M2QEW2,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
29bd536b1d44,M2QEW2,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
f7d1c7a97e0c,A0A167KNY8,L001,STA4,af3,native,,pending,
8d3ffb524150,A0A167KNY8,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
3275ecda7f16,A0A167KNY8,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
c3268032bc1a,A0A167KNY8,L002,STA6,af3,native,,pending,
9443f47f9c81,A0A167KNY8,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
39466307a024,A0A167KNY8,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
a246f99315b8,A0A167KNY8,L003,STA8,af3,native,,pending,
6f2c2cf162cf,A0A167KNY8,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
514be29d567d,A0A167KNY8,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
0704a8c75177,A0A167KNY8,L004,CEL4,af3,native,,pending,
5aa7f1a2828a,A0A167KNY8,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
38f2486992ba,A0A167KNY8,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
5761f7cb3f46,A0A167KNY8,L005,CEL6,af3,native,,pending,
fee7409c8c21,A0A167KNY8,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
cf1efaab776c,A0A167KNY8,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
622de6e77c63,A0A167KNY8,L006,CEL8,af3,native,,pending,
ef3f7c05ffcf,A0A167KNY8,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
16e339af9add,A0A167KNY8,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
bf3735b6b2c7,A0A167KNY8,L007,NAG4,af3,native,,pending,
28fe0caa7d12,A0A167KNY8,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
868ec497cea9,A0A167KNY8,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
74383c9989a1,A0A167KNY8,L008,NAG6,af3,native,,pending,
e66e1c17f797,A0A167KNY8,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
bc8ed7752e6c,A0A167KNY8,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
648dcb78e8e2,A0A167KNY8,L009,NAG8,af3,native,,pending,
1e5e0b457d86,A0A167KNY8,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
7bdf066c2f4f,A0A167KNY8,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
61855846a41e,A0A3S4B613,L001,STA4,af3,native,,pending,
d86bb112daaf,A0A3S4B613,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
b3e20ac28012,A0A3S4B613,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
48c94120476e,A0A3S4B613,L002,STA6,af3,native,,pending,
716a13fa6aed,A0A3S4B613,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
4a13fb591612,A0A3S4B613,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
dd062c697453,A0A3S4B613,L003,STA8,af3,native,,pending,
2df59d545618,A0A3S4B613,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
7339ed815859,A0A3S4B613,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
faba3b829f80,A0A3S4B613,L004,CEL4,af3,native,,pending,
ccf92f4c805c,A0A3S4B613,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
ca9a6e71f044,A0A3S4B613,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
d23077e0b089,A0A3S4B613,L005,CEL6,af3,native,,pending,
443fea8bb666,A0A3S4B613,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
3491bee3292d,A0A3S4B613,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
cd78dff86c6c,A0A3S4B613,L006,CEL8,af3,native,,pending,
4fddb29dcc05,A0A3S4B613,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
0c63a57edadd,A0A3S4B613,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
16774ee30f9b,A0A3S4B613,L007,NAG4,af3,native,,pending,
2c849527d3df,A0A3S4B613,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
a12d6026e5a9,A0A3S4B613,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
225223f76f99,A0A3S4B613,L008,NAG6,af3,native,,pending,
df23dd0b3526,A0A3S4B613,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
c9ed246f9d96,A0A3S4B613,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
21d803fe1b18,A0A3S4B613,L009,NAG8,af3,native,,pending,
1c084df42d72,A0A3S4B613,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
a394f382713d,A0A3S4B613,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
c3d79306dbef,A0A8F2JFW3,L001,STA4,af3,native,,pending,
4581f627f8c9,A0A8F2JFW3,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
2707a0d932bd,A0A8F2JFW3,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
22d7f75066e1,A0A8F2JFW3,L002,STA6,af3,native,,pending,
275b6cf367b5,A0A8F2JFW3,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
dd7039dbdfac,A0A8F2JFW3,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
5a394bfa6e5b,A0A8F2JFW3,L003,STA8,af3,native,,pending,
2146d9582265,A0A8F2JFW3,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
2627b40294f9,A0A8F2JFW3,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
10bed2a874f2,A0A8F2JFW3,L004,CEL4,af3,native,,pending,
dc5bda115b73,A0A8F2JFW3,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
835b14d6fb44,A0A8F2JFW3,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
393804fd1bff,A0A8F2JFW3,L005,CEL6,af3,native,,pending,
1ce4b3fcc5bd,A0A8F2JFW3,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
2607dfdc77ca,A0A8F2JFW3,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
8c686e8ae6f9,A0A8F2JFW3,L006,CEL8,af3,native,,pending,
b29cbc29e5fd,A0A8F2JFW3,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
45f72c56b460,A0A8F2JFW3,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
c9316d16ca23,A0A8F2JFW3,L007,NAG4,af3,native,,pending,
42d4a5c2fda2,A0A8F2JFW3,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
49e5dfebdbc8,A0A8F2JFW3,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
cfebfa672fd4,A0A8F2JFW3,L008,NAG6,af3,native,,pending,
517729c06097,A0A8F2JFW3,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
1727b4e24139,A0A8F2JFW3,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
f35863fe928e,A0A8F2JFW3,L009,NAG8,af3,native,,pending,
ed17510c06a9,A0A8F2JFW3,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
e19ebbb98664,A0A8F2JFW3,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
f4686cdf6a4e,G2QI82,L001,STA4,af3,native,,pending,
792752c324a5,G2QI82,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
6b60d4be6a6a,G2QI82,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
fb91fa3cb643,G2QI82,L002,STA6,af3,native,,pending,
07e7a57c3fa5,G2QI82,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
6c5f67e77df6,G2QI82,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
aa868b35167f,G2QI82,L003,STA8,af3,native,,pending,
43d4711d0e03,G2QI82,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
f9eb3bb52309,G2QI82,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
e585ecd606d6,G2QI82,L004,CEL4,af3,native,,pending,
64b952be5c02,G2QI82,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
bec5e743a05c,G2QI82,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
154b8a8c7ddf,G2QI82,L005,CEL6,af3,native,,pending,
48846fcfd333,G2QI82,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
801711cf0f33,G2QI82,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
6e389f4a8586,G2QI82,L006,CEL8,af3,native,,pending,
8e57c51eabdb,G2QI82,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
c1776ca05586,G2QI82,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
3545d720c0bf,G2QI82,L007,NAG4,af3,native,,pending,
040b651690d6,G2QI82,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
8f22d986b564,G2QI82,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
