case_id,protein_id,ligand_id,ligand_ccd_code,model,msa_source,msa_path,status,error_message
2ceef225fd9c,Q9S296,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
51de71dceb90,Q9S296,L006,CEL8,af3,native,,pending,
4f8172e03d11,Q9S296,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
d8a7a8fc11c9,Q9S296,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
8eb28cd8c449,Q9S296,L007,NAG4,af3,native,,pending,
e4c746380359,Q9S296,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
b086dd3e9fbb,Q9S296,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
817fb7faf2ae,Q9S296,L008,NAG6,af3,native,,pending,
7fdcc431a89c,Q9S296,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
7591076fa705,Q9S296,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
894156ef03d4,Q9S296,L009,NAG8,af3,native,,pending,
2dbb4da0131a,Q9S296,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
51b74fbf0717,Q9S296,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
99ea8569e22b,A0A0C5K362,L001,STA4,af3,native,,pending,
f4f94aee147f,A0A0C5K362,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
88a2f01df4ac,A0A0C5K362,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
bd05e0db3730,A0A0C5K362,L002,STA6,af3,native,,pending,
791f4d38644d,A0A0C5K362,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
34e032557af4,A0A0C5K362,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
dcea6f563647,A0A0C5K362,L003,STA8,af3,native,,pending,
a834ce5efda4,A0A0C5K362,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
42089169331d,A0A0C5K362,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
2e7ea001f8a4,A0A0C5K362,L004,CEL4,af3,native,,pending,
579169891e62,A0A0C5K362,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
589e8c45cfd2,A0A0C5K362,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
9ba665b20a7b,A0A0C5K362,L005,CEL6,af3,native,,pending,
9f822757bf02,A0A0C5K362,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
b6dda9701874,A0A0C5K362,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
a486dfb9a6f8,A0A0C5K362,L006,CEL8,af3,native,,pending,
0b4e3804eb97,A0A0C5K362,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
018d0ce8418c,A0A0C5K362,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
20b8915cbf1d,A0A0C5K362,L007,NAG4,af3,native,,pending,
85094e7b4d00,A0A0C5K362,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
9cf6dc33b0b7,A0A0C5K362,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
e371d1512e39,A0A0C5K362,L008,NAG6,af3,native,,pending,
e68b0912b0f8,A0A0C5K362,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
491097ad7107,A0A0C5K362,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
b31d222a4b45,A0A0C5K362,L009,NAG8,af3,native,,pending,
2977144f2fc9,A0A0C5K362,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
c9075ed6e822,A0A0C5K362,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
5dbb07510b68,A0A7U9DRA2,L001,STA4,af3,native,,pending,
107e1a8930fa,A0A7U9DRA2,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
ea4f2e6099fe,A0A7U9DRA2,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
472e5a42124b,A0A7U9DRA2,L002,STA6,af3,native,,pending,
352e628f1a10,A0A7U9DRA2,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
85a106feb916,A0A7U9DRA2,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
d2a60be1008f,A0A7U9DRA2,L003,STA8,af3,native,,pending,
d2eeab665235,A0A7U9DRA2,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
d6adc3562e06,A0A7U9DRA2,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
f5cad0b9462a,A0A7U9DRA2,L004,CEL4,af3,native,,pending,
81745238e30c,A0A7U9DRA2,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
675f7a1c3aeb,A0A7U9DRA2,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
dcf3a4f7dbdb,A0A7U9DRA2,L005,CEL6,af3,native,,pending,
9bd176d25ca6,A0A7U9DRA2,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
ccb5cb61066f,A0A7U9DRA2,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
2274c0786e01,A0A7U9DRA2,L006,CEL8,af3,native,,pending,
576e854f756e,A0A7U9DRA2,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
1cb290251d1e,A0A7U9DRA2,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
6f181c753c2d,A0A7U9DRA2,L007,NAG4,af3,native,,pending,
085cda7fbd35,A0A7U9DRA2,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
c503b7d3fa63,A0A7U9DRA2,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
0abce24af2be,A0A7U9DRA2,L008,NAG6,af3,native,,pending,
c206e6c47a8f,A0A7U9DRA2,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
67fe740b03f3,A0A7U9DRA2,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
5efd4cbc1ae8,A0A7U9DRA2,L009,NAG8,af3,native,,pending,
919fa1222a63,A0A7U9DRA2,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
0a97ccc7cd4a,A0A7U9DRA2,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
067703a517ea,A0A8D3WFW9,L001,STA4,af3,native,,pending,
05fe2ae4c781,A0A8D3WFW9,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
652fedca9867,A0A8D3WFW9,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
7033c963750f,A0A8D3WFW9,L002,STA6,af3,native,,pending,
bf97e7740a7d,A0A8D3WFW9,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
58195ee9f0fb,A0A8D3WFW9,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
4c9f50fc4245,A0A8D3WFW9,L003,STA8,af3,native,,pending,
c54d01b7e196,A0A8D3WFW9,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
710d34920064,A0A8D3WFW9,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
969b7adff7dc,A0A8D3WFW9,L004,CEL4,af3,native,,pending,
4dd8f56078c7,A0A8D3WFW9,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
c608ca94f3af,A0A8D3WFW9,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
bf859b708409,A0A8D3WFW9,L005,CEL6,af3,native,,pending,
9a1458b59490,A0A8D3WFW9,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
c602f256ad77,A0A8D3WFW9,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
b28b14ac20a3,A0A8D3WFW9,L006,CEL8,af3,native,,pending,
e2f21e626954,A0A8D3WFW9,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
f4a984bc2ad1,A0A8D3WFW9,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
ce79ebc2f782,A0A8D3WFW9,L007,NAG4,af3,native,,pending,
f8e056fe1746,A0A8D3WFW9,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
efe8a188961c,A0A8D3WFW9,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
9235153dbda4,A0A8D3WFW9,L008,NAG6,af3,native,,pending,
5cac16163525,A0A8D3WFW9,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
c91e627cded5,A0A8D3WFW9,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
3bbc1bd5c79e,A0A8D3WFW9,L009,NAG8,af3,native,,pending,
15b694c089b4,A0A8D3WFW9,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
a2e923fbcbbd,A0A8D3WFW9,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
4ca21d8e2932,B1VNK5,L001,STA4,af3,native,,pending,
84e7ee290752,B1VNK5,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
d68bdfbea655,B1VNK5,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
9b450923539c,B1VNK5,L002,STA6,af3,native,,pending,
3bb30022df5e,B1VNK5,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
923ff0de9c7d,B1VNK5,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
752dc8dd8e25,B1VNK5,L003,STA8,af3,native,,pending,
7a2cb5839efa,B1VNK5,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
5a95fb9b09b3,B1VNK5,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
5652c504e931,B1VNK5,L004,CEL4,af3,native,,pending,
a1738f479a4e,B1VNK5,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
e344aa6c794e,B1VNK5,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
302cf8cfe95d,B1VNK5,L005,CEL6,af3,native,,pending,
b1941b208a09,B1VNK5,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
a93afcdb1b01,B1VNK5,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
d744a271e17c,B1VNK5,L006,CEL8,af3,native,,pending,
15e24692f4a7,B1VNK5,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
aac8368a4f41,B1VNK5,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
f5264d95d7c0,B1VNK5,L007,NAG4,af3,native,,pending,
d640a4c35116,B1VNK5,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
348198837766,B1VNK5,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
0bbc3aa52f27,B1VNK5,L008,NAG6,af3,native,,pending,
aa79d306e24a,B1VNK5,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
b1e4d250fa96,B1VNK5,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
a1f8a9fada79,B1VNK5,L009,NAG8,af3,native,,pending,
35b95cd74ca7,B1VNK5,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
59756b1be0d4,B1VNK5,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
90bd5544926e,D5UH31,L001,STA4,af3,native,,pending,
c1b0250c2205,D5UH31,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
58c049c21a12,D5UH31,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
c6d5c998ef2c,D5UH31,L002,STA6,af3,native,,pending,
fea70706678e,D5UH31,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
67f04198283f,D5UH31,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
1d163de7ef4d,D5UH31,L003,STA8,af3,native,,pending,
79a145323bf6,D5UH31,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
de4b138a52d1,D5UH31,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
486b0abc6fe2,D5UH31,L004,CEL4,af3,native,,pending,
6d075c458801,D5UH31,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
03b6a490a8ef,D5UH31,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
93c85c13cd92,D5UH31,L005,CEL6,af3,native,,pending,
468ce83883e2,D5UH31,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
de17b2c05f30,D5UH31,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
1520f9d1b0c1,D5UH31,L006,CEL8,af3,native,,pending,
badd852dfb59,D5UH31,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
e1224043aa6b,D5UH31,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
a1348d152c83,D5UH31,L007,NAG4,af3,native,,pending,
b715e09d143b,D5UH31,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
68487c023480,D5UH31,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
0527f16537fc,D5UH31,L008,NAG6,af3,native,,pending,
3097acf3a49d,D5UH31,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
a4293e296fae,D5UH31,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
b2d4c7b526bf,D5UH31,L009,NAG8,af3,native,,pending,
37d312ad8c11,D5UH31,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
db30bd96816f,D5UH31,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
18e3b8addf0b,Q47PB9,L001,STA4,af3,native,,pending,
e892547da1a2,Q47PB9,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
0fa5f369569a,Q47PB9,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
48b467d5154e,Q47PB9,L002,STA6,af3,native,,pending,
325bef66f24e,Q47PB9,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
8c98c5d01920,Q47PB9,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
5830020aad0d,Q47PB9,L003,STA8,af3,native,,pending,
f831591172be,Q47PB9,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
4ba80895d4c4,Q47PB9,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
22c3ff601af0,Q47PB9,L004,CEL4,af3,native,,pending,
fb8fe598993f,Q47PB9,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
e5fec016ae21,Q47PB9,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
9555af918c59,Q47PB9,L005,CEL6,af3,native,,pending,
95f7c140630a,Q47PB9,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
bfe6879d1b21,Q47PB9,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
808f3438a8da,Q47PB9,L006,CEL8,af3,native,,pending,
62e952f84036,Q47PB9,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
880d66cfdb15,Q47PB9,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
cb862c663b07,Q47PB9,L007,NAG4,af3,native,,pending,
7e91ecf6b69d,Q47PB9,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
e7268226c249,Q47PB9,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
f29c0597dd94,Q47PB9,L008,NAG6,af3,native,,pending,
c455b807f8a3,Q47PB9,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
8f51b44c7f70,Q47PB9,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
911eb5387e25,Q47PB9,L009,NAG8,af3,native,,pending,
821f4b6042ea,Q47PB9,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
bfbf485a3dfb,Q47PB9,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
0d012e2d7d35,Q59930,L001,STA4,af3,native,,pending,
489783581156,Q59930,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
5803747a5d37,Q59930,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
be3989794707,Q59930,L002,STA6,af3,native,,pending,
ad103f4fe12e,Q59930,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
df73621ffe31,Q59930,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
b8fef3de80a7,Q59930,L003,STA8,af3,native,,pending,
ea4bb75b978a,Q59930,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
ddae9d9140b8,Q59930,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
8b3495e1a1cf,Q59930,L004,CEL4,af3,native,,pending,
5d959fa57776,Q59930,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
73d249d01a57,Q59930,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
21b5bd6c31b1,Q59930,L005,CEL6,af3,native,,pending,
53732a5913ae,Q59930,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
3cf9500c9b2b,Q59930,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
7679f98fbf97,Q59930,L006,CEL8,af3,native,,pending,
ce5fa3800627,Q59930,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
6c0fd8682ab0,Q59930,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
5606aa8138cc,Q59930,L007,NAG4,af3,native,,pending,
a52f30f43d25,Q59930,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
280254f40d23,Q59930,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
0e3e8b916c7a,Q59930,L008,NAG6,af3,native,,pending,
8d42f29c0342,Q59930,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
68b1c0ad1d4e,Q59930,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
5510009a3508,Q59930,L009,NAG8,af3,native,,pending,
30560c2a5897,Q59930,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
5fc4c73271b1,Q59930,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
8fa5f8414211,B1J2U9,L001,STA4,af3,native,,pending,
7dd8d518eafc,B1J2U9,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
03f080030246,B1J2U9,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
af8123233029,B1J2U9,L002,STA6,af3,native,,pending,
2d23f0f08497,B1J2U9,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
862a823aa93e,B1J2U9,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
7a450a859695,B1J2U9,L003,STA8,af3,native,,pending,
388921e94d56,B1J2U9,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
46a9ef655fdf,B1J2U9,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
93dfc0529cc1,B1J2U9,L004,CEL4,af3,native,,pending,
014f672066c4,B1J2U9,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
df67b0607f2d,B1J2U9,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
3a083dda185f,B1J2U9,L005,CEL6,af3,native,,pending,
456b026e7f16,B1J2U9,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
37d973f92736,B1J2U9,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
bc507eeed1b6,B1J2U9,L006,CEL8,af3,native,,pending,
34dc844938da,B1J2U9,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
03a35c9ace62,B1J2U9,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
712ba6189c05,B1J2U9,L007,NAG4,af3,native,,pending,
fa6c8a4ea5bc,B1J2U9,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
a35e3fcb35d4,B1J2U9,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
e523504d5099,B1J2U9,L008,NAG6,af3,native,,pending,
f8419678101c,B1J2U9,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
41bb64a9d46e,B1J2U9,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
f14d4c10781f,B1J2U9,L009,NAG8,af3,native,,pending,
90e147955383,B1J2U9,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
5f38aca46d42,B1J2U9,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
f87cdc5e400e,B3PJ79,L001,STA4,af3,native,,pending,
e90b954b092c,B3PJ79,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
5119440a9c2d,B3PJ79,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
fd7145a27f03,B3PJ79,L002,STA6,af3,native,,pending,
6b4c3d64c8b7,B3PJ79,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
d4eacfe7a973,B3PJ79,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
c0d97e5d7058,B3PJ79,L003,STA8,af3,native,,pending,
d9ee70b0bb55,B3PJ79,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
9b69f32bd2ed,B3PJ79,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
c8084e285bda,B3PJ79,L004,CEL4,af3,native,,pending,
78e9b2625726,B3PJ79,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
b4d4da4546fc,B3PJ79,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
8ec6e1f0fc77,B3PJ79,L005,CEL6,af3,native,,pending,
6936cee082a5,B3PJ79,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
1db5af789a13,B3PJ79,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
0dac80db110d,B3PJ79,L006,CEL8,af3,native,,pending,
847de669af1d,B3PJ79,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
23a6548f9bfb,B3PJ79,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
e21a2b0efc47,B3PJ79,L007,NAG4,af3,native,,pending,
5a392ea0b34a,B3PJ79,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
46b41219eaf5,B3PJ79,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
ee35935d8bc2,B3PJ79,L008,NAG6,af3,native,,pending,
ffd19a821c13,B3PJ79,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
8a56164851b0,B3PJ79,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
333d8731dd9b,B3PJ79,L009,NAG8,af3,native,,pending,
cbdacee0503f,B3PJ79,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
7139a27c1566,B3PJ79,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
51a63573d989,D6Y7U3,L001,STA4,af3,native,,pending,
3013cdd3779e,D6Y7U3,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
d28e38acc2f5,D6Y7U3,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
41877fe36ef8,D6Y7U3,L002,STA6,af3,native,,pending,
3706b9a249c8,D6Y7U3,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
2f6e4e5c49cf,D6Y7U3,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
8a47df110a76,D6Y7U3,L003,STA8,af3,native,,pending,
7e91354cc8e8,D6Y7U3,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
d5196b6668d3,D6Y7U3,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
32ae3ac2ea0c,D6Y7U3,L004,CEL4,af3,native,,pending,
49cc85f819b2,D6Y7U3,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
1ddf6dce02a4,D6Y7U3,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
ee1ff30bd6dd,D6Y7U3,L005,CEL6,af3,native,,pending,
44ab6b1cbcd7,D6Y7U3,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
0eee60cbfbc4,D6Y7U3,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
ab9df68bdcf5,D6Y7U3,L006,CEL8,af3,native,,pending,
b653b167ad63,D6Y7U3,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
1514211f4004,D6Y7U3,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
3d6dbed8b959,D6Y7U3,L007,NAG4,af3,native,,pending,
c4a773798c96,D6Y7U3,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
f51e4f3c345c,D6Y7U3,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
5dbfe073bbd7,D6Y7U3,L008,NAG6,af3,native,,pending,
ea5b8e13a964,D6Y7U3,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
a528f6bd0419,D6Y7U3,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
ddfbc99be908,D6Y7U3,L009,NAG8,af3,native,,pending,
050cec03190c,D6Y7U3,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
1be69cbd99a5,D6Y7U3,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
f2fe3098a9de,A0A0D1CHL0,L001,STA4,af3,native,,pending,
106ac3ec349c,A0A0D1CHL0,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
2febb1132c42,A0A0D1CHL0,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
f36b80778354,A0A0D1CHL0,L002,STA6,af3,native,,pending,
f741a03ae91e,A0A0D1CHL0,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
0a73621077dd,A0A0D1CHL0,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
8d1f5abe40be,A0A0D1CHL0,L003,STA8,af3,native,,pending,
c05848b95935,A0A0D1CHL0,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
cef284906c44,A0A0D1CHL0,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
e8c688052bdd,A0A0D1CHL0,L004,CEL4,af3,native,,pending,
43689bbd061b,A0A0D1CHL0,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
a2b032eed53c,A0A0D1CHL0,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
913b6d3c1dfd,A0A0D1CHL0,L005,CEL6,af3,native,,pending,
c3745c1253b6,A0A0D1CHL0,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
3ab8136dd2a4,A0A0D1CHL0,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
c28c2dda4972,A0A0D1CHL0,L006,CEL8,af3,native,,pending,
b39eddd657d5,A0A0D1CHL0,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
8a4eab630c88,A0A0D1CHL0,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
7ec3f87dbdaa,A0A0D1CHL0,L007,NAG4,af3,native,,pending,
447be00915a9,A0A0D1CHL0,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
5ed3b710e4d0,A0A0D1CHL0,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
23d0f0624ddf,A0A0D1CHL0,L008,NAG6,af3,native,,pending,
e7bb033ee9f9,A0A0D1CHL0,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
0a3d5a9b1d92,A0A0D1CHL0,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
16cead870d2c,A0A0D1CHL0,L009,NAG8,af3,native,,pending,
1f672086cb39,A0A0D1CHL0,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
e595cfa26cdb,A0A0D1CHL0,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
a1d5b74be765,Q9KLD5,L001,STA4,af3,native,,pending,
a89aacd2f6c4,Q9KLD5,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
4ccd9653b5f8,Q9KLD5,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
4b25b56a7bc5,Q9KLD5,L002,STA6,af3,native,,pending,
1e964dd01237,Q9KLD5,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
8958857af8f2,Q9KLD5,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
743c54abe1ef,Q9KLD5,L003,STA8,af3,native,,pending,
f392f776861c,Q9KLD5,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
ff0acae8931a,Q9KLD5,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
d4dd4cab9061,Q9KLD5,L004,CEL4,af3,native,,pending,
4cda6f4abee2,Q9KLD5,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
26ed1b4d7390,Q9KLD5,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
e4dc4602aecd,Q9KLD5,L005,CEL6,af3,native,,pending,
a35bf909e3d7,Q9KLD5,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
c66aef485384,Q9KLD5,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
bc9439f8d7b9,Q9KLD5,L006,CEL8,af3,native,,pending,
